"","Biomass","Geothermal","Hydro","Photovoltaic","Wind","date"
"1380",2.27791666666667,0.644583333333333,3.93,2.87291666666667,0.9075,2019-10-11
"1381",1.89375,0.655,2.19666666666667,2.58791666666667,0.3525,2019-10-12
"1382",1.71916666666667,0.652916666666667,2.10833333333333,2.25958333333333,0.377083333333333,2019-10-13
"1383",2.06333333333333,0.6425,3.52291666666667,2.26041666666667,0.43375,2019-10-14
"1384",2.1075,0.642083333333333,4.1875,1.67291666666667,1.66708333333333,2019-10-15
"1385",1.96333333333333,0.654166666666667,4.1425,2.77166666666667,2.08541666666667,2019-10-16
"1386",2.11708333333333,0.65,4.02125,2.60416666666667,0.40625,2019-10-17
"1387",2.14791666666667,0.65125,4.26625,2.05666666666667,0.225416666666667,2019-10-18
"1388",1.80875,0.65,3.05083333333333,2.16125,0.697916666666667,2019-10-19
"1389",1.56166666666667,0.64625,3.81625,1.9575,1.28208333333333,2019-10-20
"1390",2.1025,0.641666666666667,4.61958333333333,2.24083333333333,0.425833333333333,2019-10-21
"1391",2.29958333333333,0.637083333333333,4.77541666666667,2.10458333333333,1.07291666666667,2019-10-22
"1392",2.28083333333333,0.6375,4.83875,2.31583333333333,1.75416666666667,2019-10-23
"1393",2.44916666666667,0.63875,5.04083333333333,1.2025,1.57625,2019-10-24
"1394",2.29375,0.64625,4.94,2.04208333333333,1.43083333333333,2019-10-25
"1395",1.81625,0.645416666666667,4.17375,2.57166666666667,1.70416666666667,2019-10-26
"1396",1.7636,0.6476,3.7408,2.4968,0.5024,2019-10-27
"1397",2.35666666666667,0.648333333333333,5.19541666666667,1.89083333333333,0.385416666666667,2019-10-28
"1398",2.48791666666667,0.648333333333333,5.07416666666667,1.5175,0.752083333333333,2019-10-29
"1399",2.50833333333333,0.647916666666667,4.79625,1.19958333333333,0.557083333333333,2019-10-30
"1400",2.38291666666667,0.659583333333333,4.68208333333333,1.16041666666667,0.56875,2019-10-31
"1401",1.86875,0.659166666666667,3.67041666666667,1.165,0.489583333333333,2019-11-01
"1402",1.6175,0.65125,4.16375,1.02375,2.45,2019-11-02
"1403",1.40541666666667,0.655,4.3875,0.83,5.11958333333333,2019-11-03
"1404",1.81916666666667,0.659583333333333,5.59416666666667,2.42166666666667,4.75583333333333,2019-11-04
"1405",2.03666666666667,0.645833333333333,6.485,1.40833333333333,5.12916666666667,2019-11-05
"1406",2.26916666666667,0.664583333333333,7.35083333333333,1.19041666666667,3.00291666666667,2019-11-06
"1407",2.21958333333333,0.66125,6.52041666666667,1.53666666666667,1.26291666666667,2019-11-07
"1408",2.14166666666667,0.668333333333333,6.89166666666667,1.22458333333333,3.39458333333333,2019-11-08
"1409",1.58958333333333,0.67125,6.05333333333333,1.74375,2.60458333333333,2019-11-09
"1410",1.52,0.67,5.23583333333333,2.05208333333333,2.27583333333333,2019-11-10
"1411",2.13,0.66125,6.4475,0.777916666666667,2.24916666666667,2019-11-11
"1412",2.04541666666667,0.669583333333333,6.92083333333333,0.529583333333333,4.61791666666667,2019-11-12
"1413",2.22208333333333,0.665,6.98375,1.78833333333333,4.09916666666667,2019-11-13
"1414",2.38333333333333,0.66625,6.80875,1.34791666666667,1.25583333333333,2019-11-14
"1415",2.27125,0.6625,6.93333333333333,0.850416666666667,4.26666666666667,2019-11-15
"1416",1.83041666666667,0.67,6.35208333333333,0.802083333333333,4.20375,2019-11-16
"1417",1.61875,0.667083333333333,6.04,0.829583333333333,4.63708333333333,2019-11-17
"1418",2.21125,0.637916666666667,7.61458333333333,1.42583333333333,2.91666666666667,2019-11-18
"1419",2.5375,0.620833333333333,8.24208333333333,0.6175,1.48833333333333,2019-11-19
"1420",2.41416666666667,0.615416666666667,7.3075,1.4625,2.33958333333333,2019-11-20
"1421",2.48208333333333,0.63,7.375,1.02791666666667,1.36833333333333,2019-11-21
"1422",2.30083333333333,0.63,7.17416666666667,1.26333333333333,1.2175,2019-11-22
"1423",1.80875,0.622916666666667,6.34458333333333,0.88125,3.36583333333333,2019-11-23
"1424",1.7825,0.625,5.98,0.483333333333333,3.29625,2019-11-24
"1425",2.36333333333333,0.625416666666667,7.91708333333333,1.3475,2.115,2019-11-25
"1426",2.33666666666667,0.625416666666667,7.20375,1.7475,1.6925,2019-11-26
"1427",2.24291666666667,0.624166666666667,7.17666666666667,0.886666666666667,3.50458333333333,2019-11-27
"1428",2.13416666666667,0.625833333333333,7.51708333333333,0.834583333333333,4.78291666666667,2019-11-28
"1429",2.18375,0.6275,7.54458333333333,1.14458333333333,4.80708333333333,2019-11-29
"1430",1.84791666666667,0.63,6.41208333333333,1.6825,1.83791666666667,2019-11-30
"1431",1.90125,0.63,5.5425,1.15041666666667,1.65041666666667,2019-12-01
"1432",2.62416666666667,0.62125,7.26416666666667,0.7225,2.59041666666667,2019-12-02
"1433",2.89583333333333,0.629583333333333,7.95041666666667,1.39166666666667,2.80666666666667,2019-12-03
"1434",2.85,0.620833333333333,7.31416666666667,1.6425,4.00958333333333,2019-12-04
"1435",3.03125,0.629583333333333,7.4625,1.105,1.3225,2019-12-05
"1436",2.915,0.596666666666667,6.45458333333333,0.885833333333333,0.520833333333333,2019-12-06
"1437",2.05625,0.57,5.92833333333333,1.62458333333333,2.49708333333333,2019-12-07
"1438",1.86416666666667,0.57,4.60166666666667,1.29333333333333,0.874583333333333,2019-12-08
"1439",2.48083333333333,0.558333333333333,5.72625,0.863333333333333,3.52083333333333,2019-12-09
"1440",2.615,0.569583333333333,5.57208333333333,1.49666666666667,4.22458333333333,2019-12-10
"1441",2.43625,0.557083333333333,6.55666666666667,1.53125,4.93541666666667,2019-12-11
"1442",2.68416666666667,0.559166666666667,6.99083333333333,0.64875,2.84041666666667,2019-12-12
"1443",2.42166666666667,0.554166666666667,6.39916666666667,0.4775,5.62125,2019-12-13
